identifier	altId	text	transType	isPunc	isPrimary
440150130021	they-1	they		False	True
440150130031	had-1	had		False	True
440150130041	finished-1	finished		False	True
440150130051	speaking-1	speaking		False	True
440150130061	,-1	,		True	False
440150130071	James-1	James		False	True
440150130081	declared-1	declared		False	True
440150130091	,-2	,		True	False
440150130101	“-1	“		True	False
440150130111	Brothers-1	Brothers		False	True
440150130121	,-3	,		True	False
440150130131	listen-1	listen		False	True
440150130141	to-1	to		False	True
440150130151	me-1	me		False	True
440150130161	!-1	!		True	False
440150140011	Simon-1	Simon		False	True
440150140021	has-1	has		False	True
440150140031	told-1	told		False	True
440150140041	us-1	us		False	True
440150140051	how-1	how		False	True
440150140061	God-1	God		False	True
440150140071	first-1	first		False	True
440150140081	visited-1	visited		False	True
440150140091	the-1	the		False	True
440150140101	Gentiles-1	Gentiles		False	True
440150140111	to-1	to		False	True
440150140121	take-1	take		False	True
440150140131	from-1	from		False	True
440150140141	them-1	them		False	True
440150140151	a-1	a		False	True
440150140161	people-1	people		False	True
440150140171	to-1	to		False	True
440150140181	be-1	be		False	True
440150140191	His-1	His		False	True
440150140201	own-1	own		False	True
440150140211	.-1	.		True	False
440150150011	The-1	The		False	True
440150150021	words-1	words		False	True
440150150031	of-1	of		False	True
440150150041	the-1	the		False	True
440150150051	prophets-1	prophets		False	True
440150150061	agree-1	agree		False	True
440150150071	with-1	with		False	True
440150150081	this-1	this		False	True
440150150091	,-1	,		True	False
440150150101	as-1	as		False	True
440150150111	it-1	it		False	True
440150150121	is-1	is		False	True
440150150131	written-1	written		False	True
440150150141	:-1	:		True	False
440150160011	‘-1	‘		True	False
440150160021	After-1	After		False	True
440150160031	this-1	this		False	True
440150160041	I-1	I		False	True
440150160051	will-1	will		False	True
440150160061	return-1	return		False	True
440150160071	and-1	and		False	True
440150160081	rebuild-1	rebuild		False	True
440150160091	the-1	the		False	True
440150160101	fallen-1	fallen		False	True
440150160111	tent-1	tent		False	True
440150160121	of-1	of		False	True
440150160131	David-1	David		False	True
440150160141	.-1	.		True	False
440150160151	Its-1	Its		False	True
440150160161	ruins-1	ruins		False	True
440150160171	I-2	I		False	True
440150160181	will-2	will		False	True
440150160191	rebuild-2	rebuild		False	True
440150160201	,-1	,		True	False
440150160211	and-2	and		False	True
440150160221	I-3	I		False	True
440150160231	will-3	will		False	True
440150160241	restore-1	restore		False	True
440150160251	it-1	it		False	True
440150160261	,-2	,		True	False
440150170011	so-1	so		False	True
440150170021	that-1	that		False	True
440150170031	the-1	the		False	True
440150170041	remnant-1	remnant		False	True
440150170051	of-1	of		False	True
440150170061	men-1	men		False	True
440150170071	may-1	may		False	True
440150170081	seek-1	seek		False	True
440150170091	the-2	the		False	True
440150170101	Lord-1	Lord		False	True
440150170111	,-1	,		True	False
440150170121	and-1	and		False	True
440150170131	all-1	all		False	True
440150170141	the-3	the		False	True
440150170151	Gentiles-1	Gentiles		False	True
440150170161	who-1	who		False	True
440150170171	are-1	are		False	True
440150170181	called-1	called		False	True
440150170191	by-1	by		False	True
440150170201	My-1	My		False	True
440150170211	name-1	name		False	True
440150170221	,-2	,		True	False
440150170231	says-1	says		False	True
440150170241	the-1	the		False	True
440150170251	Lord-2	Lord		False	True
440150170261	who-2	who		False	True
440150170271	does-1	does		False	True
440150170281	these-1	these		False	True
440150170291	things-1	things		False	True
440150180011	that-1	that		False	True
440150180021	have-1	have		False	True
440150180031	been-1	been		False	True
440150180041	known-1	known		False	True
440150180051	for-1	for		False	True
440150180061	ages-1	ages		False	True
440150180071	.’-1	.’		False	True
440150190011	It-1	It		False	True
440150190021	is-1	is		False	True
440150190031	my-1	my		False	True
440150190041	judgment-1	judgment		False	True
440150190051	,-1	,		True	False
440150190061	therefore-1	therefore		False	True
440150190071	,-2	,		True	False
440150190081	that-1	that		False	True
440150190091	we-1	we		False	True
440150190101	should-1	should		False	True
440150190111	not-1	not		False	True
440150190121	cause-1	cause		False	True
440150190131	trouble-1	trouble		False	True
440150190141	for-1	for		False	True
440150190151	the-1	the		False	True
440150190161	Gentiles-1	Gentiles		False	True
440150190171	who-1	who		False	True
440150190181	are-1	are		False	True
440150190191	turning-1	turning		False	True
440150190201	to-1	to		False	True
440150190211	God-1	God		False	True
440150190221	.-1	.		True	False
440150200011	Instead-1	Instead		False	True
440150200021	,-1	,		True	False
440150200031	we-1	we		False	True
440150200041	should-1	should		False	True
440150200051	write-1	write		False	True
440150200061	-1			False	True
440150200071	and-1	and		False	True
440150200081	tell-1	tell		False	True
440150200091	them-1	them		False	True
440150200101	to-1	to		False	True
440150200111	abstain-1	abstain		False	True
440150200121	from-1	from		False	True
440150200131	-2			False	True
440150200141	food-1	food		False	True
440150200151	-1			False	True
440150200161	polluted-1	polluted		False	True
440150200171	by-1	by		False	True
440150200181	idols-1	idols		False	True
440150200191	,-2	,		True	False
440150200201	from-1	from		False	True
440150200211	sexual-1	sexual		False	True
440150200221	immorality-1	immorality		False	True
440150200231	,-3	,		True	False
440150200241	from-2	from		False	True
440150200251	the-1	the		False	True
440150200261	meat-1	meat		False	True
440150200271	of-1	of		False	True
440150200281	strangled-1	strangled		False	True
440150200291	animals-1	animals		False	True
440150200301	,-4	,		True	False
440150200311	and-2	and		False	True
440150200321	from-2	from		False	True
440150200331	blood-1	blood		False	True
440150200341	.-1	.		True	False
440150210011	For-1	For		False	True
440150210021	Moses-1	Moses		False	True
440150210031	has-1	has		False	True
440150210041	been-1	been		False	True
440150210051	proclaimed-1	proclaimed		False	True
440150210061	in-1	in		False	True
440150210071	every-1	every		False	True
440150210081	city-1	city		False	True
440150210091	from-1	from		False	True
440150210101	ancient-1	ancient		False	True
440150210111	times-1	times		False	True
440150210121	and-1	and		False	True
440150210131	is-1	is		False	True
440150210141	read-1	read		False	True
440150210151	in-2	in		False	True
440150210161	the-1	the		False	True
440150210171	synagogues-1	synagogues		False	True
440150210181	on-1	on		False	True
440150210191	every-2	every		False	True
440150210201	Sabbath-1	Sabbath		False	True
440150210211	.-1	.		True	False
440150220011	Then-1	Then		False	True
440150220021	the-1	the		False	True
440150220031	apostles-1	apostles		False	True
440150220041	and-1	and		False	True
440150220051	elders-1	elders		False	True
440150220061	,-1	,		True	False
440150220071	with-1	with		False	True
440150220081	the-2	the		False	True
440150220091	whole-1	whole		False	True
440150220101	church-1	church		False	True
440150220111	,-2	,		True	False
440150220121	decided-1	decided		False	True
440150220131	to-1	to		False	True
440150220141	select-1	select		False	True
440150220151	men-1	men		False	True
440150220161	from-1	from		False	True
440150220171	among-1	among		False	True
440150220181	them-1	them		False	True
440150220191	to-2	to		False	True
440150220201	send-1	send		False	True
440150220211	to-3	to		False	True
440150220221	Antioch-1	Antioch		False	True
440150220231	with-2	with		False	True
440150220241	Paul-1	Paul		False	True
440150220251	and-2	and		False	True
440150220261	Barnabas-1	Barnabas		False	True
440150220271	.-1	.		True	False
440150220281	They-1	They		False	True
440150220291	chose-1	chose		False	True
440150220301	Judas-1	Judas		False	True
440150220311	called-1	called		False	True
440150220321	Barsabbas-1	Barsabbas		False	True
440150220331	and-3	and		False	True
440150220341	Silas-1	Silas		False	True
440150220351	,-3	,		True	False
440150220361	two-1	two		False	True
440150220371	leaders-1	leaders		False	True
440150220381	among-2	among		False	True
440150220391	the-3	the		False	True
440150220401	brothers-1	brothers		False	True
440150220411	,-4	,		True	False
440150230011	and-1	and		False	True
440150230021	sent-1	sent		False	True
440150230031	them-1	them		False	True
440150230041	with-1	with		False	True
440150230051	this-1	this		False	True
440150230061	letter-1	letter		False	True
440150230071	:-1	:		True	False
440150230081	The-1	The		False	True
440150230091	apostles-1	apostles		False	True
440150230101	and-1	and		False	True
440150230111	the-1	the		False	True
440150230121	elders-1	elders		False	True
440150230131	,-1	,		True	False
440150230141	your-1	your		False	True
440150230151	brothers-1	brothers		False	True
440150230161	,-2	,		True	False
440150230171	To-1	To		False	True
440150230181	the-2	the		False	True
440150230191	brothers-2	brothers		False	True
440150230201	among-1	among		False	True
440150230211	the-1	the		False	True
440150230221	Gentiles-1	Gentiles		False	True
440150230231	in-1	in		False	True
440150230241	Antioch-1	Antioch		False	True
440150230251	,-3	,		True	False
440150230261	Syria-1	Syria		False	True
440150230271	,-4	,		True	False
440150230281	and-2	and		False	True
440150230291	Cilicia-1	Cilicia		False	True
440150230301	:-2	:		True	False
440150230311	Greetings-1	Greetings		False	True
440150230321	.-1	.		True	False
440150240011	It-1	It		False	True
440150240021	has-1	has		False	True
440150240031	come-1	come		False	True
440150240041	to-1	to		False	True
440150240051	our-1	our		False	True
440150240061	attention-1	attention		False	True
440150240071	that-1	that		False	True
440150240081	some-1	some		False	True
440150240091	went-1	went		False	True
440150240101	out-1	out		False	True
440150240111	from-1	from		False	True
440150240121	us-1	us		False	True
440150240131	without-1	without		False	True
440150240141	our-2	our		False	True
440150240151	authorization-1	authorization		False	True
440150240161	and-1	and		False	True
440150240171	unsettled-1	unsettled		False	True
440150240181	you-1	you		False	True
440150240191	,-1	,		True	False
440150240201	troubling-1	troubling		False	True
440150240211	your-1	your		False	True
440150240221	minds-1	minds		False	True
440150240231	by-1	by		False	True
440150240241	what-1	what		False	True
440150240251	they-1	they		False	True
440150240261	said-1	said		False	True
440150240271	.-1	.		True	False
440150250011	So-1	So		False	True
440150250021	we-1	we		False	True
440150250031	all-1	all		False	True
440150250041	agreed-1	agreed		False	True
440150250051	to-1	to		False	True
440150250061	choose-1	choose		False	True
440150250071	men-1	men		False	True
440150250081	to-2	to		False	True
440150250091	send-1	send		False	True
440150250101	to-3	to		False	True
440150250111	you-1	you		False	True
440150250121	along-1	along		False	True
440150250131	with-1	with		False	True
440150250141	our-1	our		False	True
440150250151	beloved-1	beloved		False	True
440150250161	Barnabas-1	Barnabas		False	True
440150250171	and-1	and		False	True
440150250181	Paul-1	Paul		False	True
440150250191	,-1	,		True	False
440150260011	men-1	men		False	True
440150260021	who-1	who		False	True
440150260031	have-1	have		False	True
440150260041	risked-1	risked		False	True
440150260051	their-1	their		False	True
440150260061	lives-1	lives		False	True
440150260071	for-1	for		False	True
440150260081	the-1	the		False	True
440150260091	name-1	name		False	True
440150260101	of-1	of		False	True
440150260111	our-1	our		False	True
440150260121	Lord-1	Lord		False	True
440150260131	Jesus-1	Jesus		False	True
440150260141	Christ-1	Christ		False	True
440150260151	.-1	.		True	False
440150270011	Therefore-1	Therefore		False	True
440150270021	we-1	we		False	True
440150270031	are-1	are		False	True
440150270041	sending-1	sending		False	True
440150270051	Judas-1	Judas		False	True
440150270061	and-1	and		False	True
440150270071	Silas-1	Silas		False	True
440150270081	to-1	to		False	True
440150270091	tell-1	tell		False	True
440150270101	you-1	you		False	True
440150270111	in-1	in		False	True
440150270121	person-1	person		False	True
440150270131	the-1	the		False	True
440150270141	same-1	same		False	True
440150270151	things-1	things		False	True
440150270161	we-1	we		False	True
440150270171	are-2	are		False	True
440150270181	writing-1	writing		False	True
440150270191	.-1	.		True	False
440150280011	It-1	It		False	True
440150280021	seemed-1	seemed		False	True
440150280031	good-1	good		False	True
440150280041	to-1	to		False	True
440150280051	the-1	the		False	True
440150280061	Holy-1	Holy		False	True
440150280071	Spirit-1	Spirit		False	True
440150280081	and-1	and		False	True
440150280091	to-2	to		False	True
440150280101	us-1	us		False	True
440150280111	not-1	not		False	True
440150280121	to-3	to		False	True
440150280131	burden-1	burden		False	True
440150280141	you-1	you		False	True
440150280151	with-1	with		False	True
440150280161	anything-1	anything		False	True
440150280171	beyond-1	beyond		False	True
440150280181	these-1	these		False	True
440150280191	essential-1	essential		False	True
440150280201	requirements-1	requirements		False	True
440150280211	:-1	:		True	False
440150290011	You-1	You		False	True
440150290021	must-1	must		False	True
440150290031	abstain-1	abstain		False	True
440150290041	from-1	from		False	True
440150290051	food-1	food		False	True
440150290061	sacrificed-1	sacrificed		False	True
440150290071	to-1	to		False	True
440150290081	idols-1	idols		False	True
440150290091	,-1	,		True	False
440150290101	from-2	from		False	True
440150290111	blood-1	blood		False	True
440150290121	,-2	,		True	False
440150290131	from-3	from		False	True
440150290141	the-1	the		False	True
440150290151	meat-1	meat		False	True
440150290161	of-1	of		False	True
440150290171	strangled-1	strangled		False	True
440150290181	animals-1	animals		False	True
440150290191	,-3	,		True	False
440150290201	and-1	and		False	True
440150290211	from-4	from		False	True
440150290221	sexual-1	sexual		False	True
440150290231	immorality-1	immorality		False	True
440150290241	.-1	.		True	False
440150290251	You-1	You		False	True
440150290261	will-1	will		False	True
440150290271	do-1	do		False	True
440150290281	well-1	well		False	True
440150290291	to-2	to		False	True
440150290301	avoid-1	avoid		False	True
440150290311	these-1	these		False	True
440150290321	things-1	things		False	True
440150290331	.-2	.		True	False
440150290341	Farewell-1	Farewell		False	True
440150290351	.-3	.		True	False
440150300011	So-1	So		False	True
440150300021	the-1	the		False	True
440150300031	men-1	men		False	True
440150300041	were-1	were		False	True
440150300051	sent-1	sent		False	True
440150300061	off-1	off		False	True
440150300071	and-1	and		False	True
440150300081	went-1	went		False	True
440150300091	down-1	down		False	True
440150300101	to-1	to		False	True
440150300111	Antioch-1	Antioch		False	True
440150300121	,-1	,		True	False
440150300131	where-1	where		False	True
440150300141	they-1	they		False	True
440150300151	assembled-1	assembled		False	True
440150300161	the-1	the		False	True
440150300171	congregation-1	congregation		False	True
440150300181	and-2	and		False	True
440150300191	delivered-1	delivered		False	True
440150300201	the-2	the		False	True
440150300211	letter-1	letter		False	True
440150300221	.-1	.		True	False
440150310011	When-1	When		False	True
440150310021	the-1	the		False	True
440150310031	people-1	people		False	True
440150310041	read-1	read		False	True
440150310051	it-1	it		False	True
440150310061	,-1	,		True	False
440150310071	they-1	they		False	True
440150310081	rejoiced-1	rejoiced		False	True
440150310091	at-1	at		False	True
440150310101	its-1	its		False	True
440150310111	encouraging-1	encouraging		False	True
440150310121	message-1	message		False	True
440150310131	.-1	.		True	False
440150320011	Judas-1	Judas		False	True
440150320021	and-1	and		False	True
440150320031	Silas-1	Silas		False	True
440150320041	,-1	,		True	False
440150320051	who-1	who		False	True
440150320061	themselves-1	themselves		False	True
440150320071	were-1	were		False	True
440150320081	prophets-1	prophets		False	True
440150320091	,-2	,		True	False
440150320101	said-1	said		False	True
440150320111	much-1	much		False	True
440150320121	to-1	to		False	True
440150320131	encourage-1	encourage		False	True
440150320141	and-2	and		False	True
440150320151	strengthen-1	strengthen		False	True
440150320161	the-1	the		False	True
440150320171	brothers-1	brothers		False	True
440150320181	.-1	.		True	False
440150330011	After-1	After		False	True
440150330021	spending-1	spending		False	True
440150330031	some-1	some		False	True
440150330041	time-1	time		False	True
440150330051	there-1	there		False	True
440150330061	,-1	,		True	False
440150330071	they-1	they		False	True
440150330081	were-1	were		False	True
440150330091	sent-1	sent		False	True
440150330101	off-1	off		False	True
440150330111	by-1	by		False	True
440150330121	the-1	the		False	True
440150330131	brothers-1	brothers		False	True
440150330141	in-1	in		False	True
440150330151	peace-1	peace		False	True
440150330161	to-1	to		False	True
440150330171	return-1	return		False	True
440150330181	to-1	to		False	True
440150330191	those-1	those		False	True
440150330201	who-1	who		False	True
440150330211	had-1	had		False	True
440150330221	sent-2	sent		False	True
440150330231	them-1	them		False	True
440150330241	.-1	.		True	False
440150350011	But-1	But		False	True
440150350021	Paul-1	Paul		False	True
440150350031	and-1	and		False	True
440150350041	Barnabas-1	Barnabas		False	True
440150350051	remained-1	remained		False	True
440150350061	at-1	at		False	True
440150350071	Antioch-1	Antioch		False	True
440150350081	,-1	,		True	False
440150350091	along-1	along		False	True
440150350101	with-1	with		False	True
440150350111	many-1	many		False	True
440150350121	others-1	others		False	True
440150350131	,-2	,		True	False
440150350141	teaching-1	teaching		False	True
440150350151	and-2	and		False	True
440150350161	preaching-1	preaching		False	True
440150350171	the-1	the		False	True
440150350181	word-1	word		False	True
440150350191	of-1	of		False	True
440150350201	the-2	the		False	True
440150350211	Lord-1	Lord		False	True
440150350221	.-1	.		True	False
440150360011	Some-1	Some		False	True
440150360021	time-1	time		False	True
440150360031	later-1	later		False	True
440150360041	Paul-1	Paul		False	True
440150360051	said-1	said		False	True
440150360061	to-1	to		False	True
440150360071	Barnabas-1	Barnabas		False	True
440150360081	,-1	,		True	False
440150360091	“-1	“		True	False
440150360101	Let-1	Let		False	True
440150360111	us-1	us		False	True
440150360121	go-1	go		False	True
440150360131	back-1	back		False	True
440150360141	and-1	and		False	True
440150360151	visit-1	visit		False	True
440150360161	the-1	the		False	True
440150360171	brothers-1	brothers		False	True
440150360181	in-1	in		False	True
440150360191	every-1	every		False	True
440150360201	town-1	town		False	True
440150360211	where-1	where		False	True
440150360221	we-1	we		False	True
440150360231	proclaimed-1	proclaimed		False	True
440150360241	the-2	the		False	True
440150360251	word-1	word		False	True
440150360261	of-1	of		False	True
440150360271	the-3	the		False	True
440150360281	Lord-1	Lord		False	True
440150360291	,-2	,		True	False
440150360301	-1			False	True
440150360311	to-2	to		False	True
440150360321	see-1	see		False	True
440150360331	-1			False	True
440150360341	how-1	how		False	True
440150360351	they-1	they		False	True
440150360361	are-1	are		False	True
440150360371	doing-1	doing		False	True
440150360381	.-1	.		True	False
440150370011	Barnabas-1	Barnabas		False	True
440150370021	wanted-1	wanted		False	True
440150370031	to-1	to		False	True
440150370041	take-1	take		False	True
440150370051	John-1	John		False	True
440150370061	,-1	,		True	False
440150370071	also-1	also		False	True
440150370081	called-1	called		False	True
440150370091	Mark-1	Mark		False	True
440150370101	.-1	.		True	False
440150380011	But-1	But		False	True
440150380021	Paul-1	Paul		False	True
440150380031	thought-1	thought		False	True
440150380041	it-1	it		False	True
440150380051	best-1	best		False	True
440150380061	not-1	not		False	True
440150380071	to-1	to		False	True
440150380081	take-1	take		False	True
440150380091	him-1	him		False	True
440150380101	,-1	,		True	False
440150380111	because-1	because		False	True
440150380121	he-1	he		False	True
440150380131	had-1	had		False	True
440150380141	deserted-1	deserted		False	True
440150380151	them-1	them		False	True
440150380161	in-1	in		False	True
440150380171	Pamphylia-1	Pamphylia		False	True
440150380181	and-1	and		False	True
440150380191	had-2	had		False	True
440150380201	not-2	not		False	True
440150380211	accompanied-1	accompanied		False	True
440150380221	them-2	them		False	True
440150380231	in-2	in		False	True
440150380241	the-1	the		False	True
440150380251	work-1	work		False	True
440150380261	.-1	.		True	False
440150390011	Their-1	Their		False	True
440150390021	disagreement-1	disagreement		False	True
440150390031	was-1	was		False	True
440150390041	so-1	so		False	True
440150390051	sharp-1	sharp		False	True
440150390061	that-1	that		False	True
440150390071	they-1	they		False	True
440150390081	parted-1	parted		False	True
440150390091	company-1	company		False	True
440150390101	.-1	.		True	False
440150390111	Barnabas-1	Barnabas		False	True
440150390121	took-1	took		False	True
440150390131	Mark-1	Mark		False	True
440150390141	and-1	and		False	True
440150390151	sailed-1	sailed		False	True
440150390161	for-1	for		False	True
440150390171	Cyprus-1	Cyprus		False	True
440150390181	,-1	,		True	False
440150400011	but-1	but		False	True
440150400021	Paul-1	Paul		False	True
440150400031	chose-1	chose		False	True
440150400041	Silas-1	Silas		False	True
440150400051	and-1	and		False	True
440150400061	left-1	left		False	True
440150400071	,-1	,		True	False
440150400081	commended-1	commended		False	True
440150400091	by-1	by		False	True
440150400101	the-1	the		False	True
440150400111	brothers-1	brothers		False	True
440150400121	to-1	to		False	True
440150400131	the-2	the		False	True
440150400141	grace-1	grace		False	True
440150400151	of-1	of		False	True
440150400161	the-3	the		False	True
440150400171	Lord-1	Lord		False	True
440150400181	.-1	.		True	False
440150410011	And-1	And		False	True
440150410021	he-1	he		False	True
440150410031	traveled-1	traveled		False	True
440150410041	through-1	through		False	True
440150410051	Syria-1	Syria		False	True
440150410061	and-1	and		False	True
440150410071	Cilicia-1	Cilicia		False	True
440150410081	,-1	,		True	False
440150410091	strengthening-1	strengthening		False	True
440150410101	the-1	the		False	True
440150410111	churches-1	churches		False	True
440150410121	.-1	.		True	False
440160010011	Paul-1	Paul		False	True
440160010021	came-1	came		False	True
440160010031	to-1	to		False	True
440160010041	Derbe-1	Derbe		False	True
440160010051	and-1	and		False	True
440160010061	then-1	then		False	True
440160010071	to-2	to		False	True
440160010081	Lystra-1	Lystra		False	True
440160010091	,-1	,		True	False
440160010101	where-1	where		False	True
440160010111	he-1	he		False	True
440160010121	found-1	found		False	True
440160010131	a-1	a		False	True
440160010141	disciple-1	disciple		False	True
440160010151	named-1	named		False	True
440160010161	Timothy-1	Timothy		False	True
440160010171	,-2	,		True	False
440160010181	the-1	the		False	True
440160010191	son-1	son		False	True
440160010201	of-1	of		False	True
440160010211	a-2	a		False	True
440160010221	believing-1	believing		False	True
440160010231	Jewish-1	Jewish		False	True
440160010241	woman-1	woman		False	True
440160010251	and-2	and		False	True
440160010261	a-3	a		False	True
440160010271	Greek-1	Greek		False	True
440160010281	father-1	father		False	True
440160010291	.-1	.		True	False
440160020011	The-1	The		False	True
440160020021	brothers-1	brothers		False	True
440160020031	in-1	in		False	True
440160020041	Lystra-1	Lystra		False	True
440160020051	and-1	and		False	True
440160020061	Iconium-1	Iconium		False	True
440160020071	spoke-1	spoke		False	True
440160020081	well-1	well		False	True
440160020091	of-1	of		False	True
440160020101	him-1	him		False	True
440160020111	.-1	.		True	False
440160030011	Paul-1	Paul		False	True
440160030021	wanted-1	wanted		False	True
440160030031	Timothy-1	Timothy		False	True
440160030041	to-1	to		False	True
440160030051	accompany-1	accompany		False	True
440160030061	him-1	him		False	True
440160030071	,-1	,		True	False
440160030081	so-1	so		False	True
440160030091	he-1	he		False	True
440160030101	took-1	took		False	True
440160030111	him-1	him		False	True
440160030121	and-1	and		False	True
440160030131	circumcised-1	circumcised		False	True
440160030141	him-2	him		False	True
440160030151	on-1	on		False	True
440160030161	account-1	account		False	True
440160030171	of-1	of		False	True
440160030181	the-1	the		False	True
440160030191	Jews-1	Jews		False	True
440160030201	in-1	in		False	True
440160030211	that-1	that		False	True
440160030221	area-1	area		False	True
440160030231	,-2	,		True	False
440160030241	for-1	for		False	True
440160030251	they-1	they		False	True
440160030261	all-1	all		False	True
440160030271	knew-1	knew		False	True
440160030281	that-2	that		False	True
440160030291	his-1	his		False	True
440160030301	father-1	father		False	True
440160030311	was-1	was		False	True
440160030321	a-1	a		False	True
440160030331	Greek-1	Greek		False	True
440160030341	.-1	.		True	False
440160040011	As-1	As		False	True
440160040021	they-1	they		False	True
440160040031	went-1	went		False	True
440160040041	from-1	from		False	True
440160040051	town-1	town		False	True
440160040061	to-1	to		False	True
440160040071	town-2	town		False	True
440160040081	,-1	,		True	False
440160040091	they-2	they		False	True
440160040101	delivered-1	delivered		False	True
440160040111	the-1	the		False	True
440160040121	decisions-1	decisions		False	True
440160040131	handed-1	handed		False	True
440160040141	down-1	down		False	True
440160040151	by-1	by		False	True
440160040161	the-2	the		False	True
440160040171	apostles-1	apostles		False	True
440160040181	and-1	and		False	True
440160040191	elders-1	elders		False	True
440160040201	in-1	in		False	True
440160040211	Jerusalem-1	Jerusalem		False	True
440160040221	for-1	for		False	True
440160040231	the-1	the		False	True
440160040241	people-1	people		False	True
440160040251	to-2	to		False	True
440160040261	obey-1	obey		False	True
440160040271	.-1	.		True	False
440160050011	So-1	So		False	True
440160050021	the-1	the		False	True
440160050031	churches-1	churches		False	True
440160050041	were-1	were		False	True
440160050051	strengthened-1	strengthened		False	True
440160050061	in-1	in		False	True
440160050071	the-2	the		False	True
440160050081	faith-1	faith		False	True
440160050091	and-1	and		False	True
440160050101	grew-1	grew		False	True
440160050111	daily-1	daily		False	True
440160050121	in-2	in		False	True
440160050131	numbers-1	numbers		False	True
440160050141	.-1	.		True	False
440160060011	After-1	After		False	True
440160060021	the-1	the		False	True
440160060031	Holy-1	Holy		False	True
440160060041	Spirit-1	Spirit		False	True
440160060051	had-1	had		False	True
440160060061	prevented-1	prevented		False	True
440160060071	them-1	them		False	True
440160060081	from-1	from		False	True
440160060091	speaking-1	speaking		False	True
440160060101	the-2	the		False	True
440160060111	word-1	word		False	True
440160060121	in-1	in		False	True
440160060131	the-1	the		False	True
440160060141	province-1	province		False	True
440160060151	of-1	of		False	True
440160060161	Asia-1	Asia		False	True
440160060171	,-1	,		True	False
440160060181	they-1	they		False	True
440160060191	traveled-1	traveled		False	True
440160060201	through-1	through		False	True
440160060211	the-3	the		False	True
440160060221	region-1	region		False	True
440160060231	of-1	of		False	True
440160060241	Phrygia-1	Phrygia		False	True
440160060251	and-1	and		False	True
440160060261	Galatia-1	Galatia		False	True
440160060271	.-1	.		True	False
440160070011	And-1	And		False	True
440160070021	when-1	when		False	True
440160070031	they-1	they		False	True
440160070041	came-1	came		False	True
440160070051	to-1	to		False	True
440160070061	the-1	the		False	True
440160070071	border-1	border		False	True
440160070081	of-1	of		False	True
440160070091	Mysia-1	Mysia		False	True
440160070101	,-1	,		True	False
440160070111	they-2	they		False	True
440160070121	tried-1	tried		False	True
440160070131	to-2	to		False	True
440160070141	enter-1	enter		False	True
440160070151	Bithynia-1	Bithynia		False	True
440160070161	,-2	,		True	False
440160070171	but-1	but		False	True
440160070181	the-2	the		False	True
440160070191	Spirit-1	Spirit		False	True
440160070201	of-2	of		False	True
440160070211	Jesus-1	Jesus		False	True
440160070221	would-1	would		False	True
440160070231	not-1	not		False	True
440160070241	permit-1	permit		False	True
440160070251	them-1	them		False	True
440160070261	.-1	.		True	False
440160080011	So-1	So		False	True
440160080021	they-1	they		False	True
440160080031	passed-1	passed		False	True
440160080041	by-1	by		False	True
440160080051	Mysia-1	Mysia		False	True
440160080061	and-1	and		False	True
440160080071	went-1	went		False	True
440160080081	down-1	down		False	True
440160080091	to-1	to		False	True
440160080101	Troas-1	Troas		False	True
440160080111	.-1	.		True	False
440160090011	During-1	During		False	True
440160090021	the-1	the		False	True
440160090031	night-1	night		False	True
440160090041	,-1	,		True	False
440160090051	Paul-1	Paul		False	True
440160090061	had-1	had		False	True
440160090071	a-1	a		False	True
440160090081	vision-1	vision		False	True
440160090091	of-1	of		False	True
440160090101	a-2	a		False	True
440160090111	man-1	man		False	True
440160090121	of-2	of		False	True
440160090131	Macedonia-1	Macedonia		False	True
440160090141	standing-1	standing		False	True
440160090151	and-1	and		False	True
440160090161	pleading-1	pleading		False	True
440160090171	with-1	with		False	True
440160090181	him-1	him		False	True
440160090191	,-2	,		True	False
440160090201	“-1	“		True	False
440160090211	Come-1	Come		False	True
440160090221	over-1	over		False	True
440160090231	to-1	to		False	True
440160090241	Macedonia-2	Macedonia		False	True
440160090251	and-1	and		False	True
440160090261	help-1	help		False	True
440160090271	us-1	us		False	True
440160090281	.-1	.		True	False
440160100011	As-1	As		False	True
440160100021	soon-1	soon		False	True
440160100031	as-1	as		False	True
440160100041	Paul-1	Paul		False	True
440160100051	had-1	had		False	True
440160100061	seen-1	seen		False	True
440160100071	the-1	the		False	True
440160100081	vision-1	vision		False	True
440160100091	,-1	,		True	False
440160100101	we-1	we		False	True
440160100111	got-1	got		False	True
440160100121	ready-1	ready		False	True
440160100131	to-1	to		False	True
440160100141	leave-1	leave		False	True
440160100151	for-1	for		False	True
440160100161	Macedonia-1	Macedonia		False	True
440160100171	,-2	,		True	False
440160100181	concluding-1	concluding		False	True
440160100191	that-1	that		False	True
440160100201	God-1	God		False	True
440160100211	had-2	had		False	True
440160100221	called-1	called		False	True
440160100231	us-1	us		False	True
440160100241	to-2	to		False	True
440160100251	preach-1	preach		False	True
440160100261	the-2	the		False	True
440160100271	gospel-1	gospel		False	True
440160100281	to-3	to		False	True
440160100291	them-1	them		False	True
440160100301	.-1	.		True	False
440160110011	We-1	We		False	True
440160110021	sailed-1	sailed		False	True
440160110031	from-1	from		False	True
440160110041	Troas-1	Troas		False	True
440160110051	straight-1	straight		False	True
440160110061	to-1	to		False	True
440160110071	Samothrace-1	Samothrace		False	True
440160110081	,-1	,		True	False
440160110091	and-1	and		False	True
